,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
288,288,Volkswagen Vento Diesel,Hyderabad,2011,69000,Diesel,Manual,First,20,1598,103,5,5
289,289,Honda City i,Ahmedabad,2014,49000,Petrol,Manual,First,17,1497,117,5,7
290,290,Tata Zest Quadrajet,Pune,2018,45000,Diesel,Manual,First,22,1248,74,5,5
291,291,BMW 5 Series,Pune,2015,64000,Diesel,Automatic,First,18,1995,177,5,28
292,292,Maruti Wagon R,Delhi,2009,60000,Petrol,Manual,First,18,1061,67,5,1
293,293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18,1199,88,5,5
294,294,Volkswagen Jetta 2007-2011,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,7
295,295,Hyundai i10 Magna,Hyderabad,2010,74000,Petrol,Manual,First,20,1197,78,5,3
296,296,Mercedes-Benz New C-Class,Kochi,2015,77771,Diesel,Automatic,First,19,2143,170,5,19
297,297,Hyundai i10 Magna,Pune,2012,45275,Petrol,Manual,First,20,1197,78,5,3
298,298,Toyota Innova Crysta,Chennai,2016,48000,Diesel,Manual,First,13,2393,147,7,20
299,299,Audi A6 2011-2015,Kochi,2015,31652,Diesel,Automatic,First,17,1968,174,5,27
300,300,Toyota Innova 2.5,Hyderabad,2010,109000,Diesel,Manual,Second,12,2494,100,7,8
301,301,Volkswagen Polo Petrol,Mumbai,2015,31978,Petrol,Manual,First,16,1198,73,5,4
302,302,Maruti Alto K10,Hyderabad,2011,70000,Petrol,Manual,First,20,998,67,5,2
303,303,Honda City i-VTEC,Mumbai,2017,15000,Petrol,Automatic,First,18,1497,117,5,13
304,304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,3
305,305,Audi A6 2011-2015,Kochi,2014,61726,Diesel,Automatic,First,17,1968,174,5,21
306,306,Mercedes-Benz GLA Class,Delhi,2015,48000,Diesel,Automatic,First,17,2143,136,5,20
309,309,Maruti Celerio VXI,Hyderabad,2014,77815,Petrol,Automatic,First,23,998,67,5,4
310,310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17,2143,201,5,57
311,311,Land Rover Range,Delhi,2017,44000,Diesel,Automatic,First,12,2179,187,5,44
312,312,Volkswagen Vento Diesel,Hyderabad,2011,108626,Diesel,Manual,First,20,1598,103,5,4
313,313,Maruti Omni 8,Hyderabad,2012,71791,Petrol,Manual,First,14,796,35,5,2
314,314,Honda Brio 1.2,Kochi,2012,91931,Petrol,Manual,First,18,1198,86,5,3
315,315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14,2956,83,7,2
316,316,Tata Indica Vista,Pune,2012,91183,Diesel,Manual,First,18,1248,75,5,3
317,317,Maruti Wagon R,Delhi,2012,65000,Petrol,Manual,First,18,998,67,5,3
318,318,Mahindra XUV500 W8,Hyderabad,2015,88428,Diesel,Manual,First,16,2179,140,7,11
319,319,Tata Indigo LS,Pune,2008,138000,Diesel,Manual,Second,17,1396,70,5,1
320,320,Maruti Ertiga Paseo,Mumbai,2018,18000,Petrol,Manual,First,16,1373,93,7,8
321,321,Honda Accord 2.4,Mumbai,2011,60000,Petrol,Automatic,First,11,2354,177,5,4
322,322,Maruti Swift Dzire,Kolkata,2012,48000,Diesel,Manual,First,19,1248,73,5,4
323,323,Ford Fiesta EXi,Hyderabad,2009,160000,Diesel,Manual,First,17,1399,68,5,3
324,324,Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,17,1497,78,5,2
325,325,Audi A6 2011-2015,Kochi,2014,51495,Diesel,Automatic,First,17,1968,174,5,22
326,326,BMW 6 Series,Mumbai,2011,30000,Diesel,Automatic,First,9,2993,313,4,49
327,327,Audi Q7 45,Coimbatore,2017,97430,Diesel,Automatic,First,14,2967,245,7,63
328,328,Maruti Zen Estilo,Pune,2008,42496,CNG,Manual,First,26,998,67,5,1
329,329,Hyundai i20 1.4,Pune,2012,83000,Diesel,Manual,First,23,1396,90,5,6
330,330,Hyundai i10 Sportz,Bangalore,2009,37000,Petrol,Automatic,Third,16,1197,78,5,3
331,331,Honda Jazz 1.2,Kochi,2016,28503,Petrol,Automatic,First,19,1199,88,5,7
332,332,Maruti Swift VDI,Hyderabad,2015,76496,Diesel,Manual,First,25,1248,74,5,6
333,333,Hyundai i20 Asta,Pune,2011,79152,Petrol,Manual,Second,18,1197,82,5,3
334,334,Volkswagen Polo Petrol,Kolkata,2011,32000,Petrol,Manual,First,16,1198,73,5,3
335,335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19,796,46,5,2
336,336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11,1794,125,5,2
337,337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19,796,46,5,1
338,338,Tata Manza ELAN,Pune,2012,73000,Diesel,Manual,First,21,1248,88,5,3
339,339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19,796,46,5,2
340,340,Skoda Octavia Ambition,Kolkata,2013,775000,Diesel,Automatic,First,19,1968,141,5,8
341,341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11,1794,125,5,3
342,342,Hyundai i20 Asta,Coimbatore,2016,24973,Petrol,Manual,First,18,1197,81,5,8
343,343,Maruti Vitara Brezza,Chennai,2016,45000,Diesel,Manual,First,24,1248,88,5,7
344,344,Honda City 1.5,Delhi,2010,87430,Petrol,Manual,First,17,1497,118,5,4
345,345,Tata Indica Vista,Hyderabad,2014,133944,Diesel,Manual,Second,18,1248,75,5,4
346,346,Honda Amaze S,Kolkata,2013,57000,Diesel,Manual,First,25,1498,98,5,3
347,347,Hyundai EON D,Coimbatore,2016,27904,Petrol,Manual,First,21,814,55,5,4
348,348,BMW 3 Series,Kochi,2015,30717,Diesel,Automatic,Second,21,1995,190,5,26
349,349,Hyundai Verna 1.6,Bangalore,2012,80000,Diesel,Manual,First,22,1582,126,5,5
350,350,Tata Manza Club,Ahmedabad,2013,47304,Diesel,Manual,First,21,1248,88,5,3
351,351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14,1984,227,5,2
352,352,Maruti Alto K10,Pune,2017,30000,Petrol,Manual,First,24,998,67,5,4
353,353,Ford Ecosport 1.5,Mumbai,2014,68000,Diesel,Manual,First,22,1498,89,5,7
354,354,Chevrolet Spark 1.0,Kolkata,2011,21000,Petrol,Manual,Second,18,995,62,5,1
355,355,Jaguar XF 2.0,Hyderabad,2017,21000,Diesel,Automatic,First,19,1999,177,5,52
356,356,Honda CR-V RVi,Jaipur,2007,119000,Petrol,Manual,Third,13,1997,141,5,4
357,357,Skoda Superb L&K,Kochi,2019,13747,Petrol,Automatic,First,14,1798,177,5,27
358,358,Hyundai i10 Magna,Chennai,2009,620000,Petrol,Manual,First,20,1197,78,5,3
359,359,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22,1248,74,5,4
360,360,Maruti Swift Dzire,Mumbai,2016,18000,Petrol,Automatic,First,18,1197,83,5,6
361,361,Nissan Micra Diesel,Chennai,2011,83000,Diesel,Manual,First,23,1461,63,5,3
362,362,Maruti Swift Dzire,Mumbai,2015,130000,Diesel,Manual,First,23,1248,74,5,3
363,363,Ford Fiesta Classic,Pune,2012,63400,Diesel,Manual,First,17,1399,67,5,3
364,364,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17,993,60,5,1
365,365,Mini Clubman Cooper,Pune,2017,8350,Petrol,Manual,First,13,1998,192,5,35
366,366,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23,1364,67,5,3
367,367,Maruti Alto 800,Kolkata,2018,26200,Petrol,Manual,First,24,796,47,5,3
368,368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18,796,47,5,3
369,369,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11,2993,235,5,18
370,370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11,2496,179,5,8
371,371,Hyundai Grand i10,Coimbatore,2015,37081,Petrol,Automatic,First,18,1197,82,5,6
372,372,Maruti Vitara Brezza,Hyderabad,2017,39000,Diesel,Manual,First,24,1248,88,5,9
373,373,Audi Q7 3.0,Mumbai,2008,99000,Diesel,Automatic,Third,12,2967,241,7,13
374,374,Mercedes-Benz GLA Class,Chennai,2015,38000,Diesel,Automatic,First,17,2143,136,5,20
375,375,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16,796,37,4,1
376,376,Renault Duster 85PS,Chennai,2015,93000,Diesel,Manual,Second,20,1461,83,5,7
377,377,Toyota Corolla Altis,Mumbai,2017,5900,Diesel,Manual,First,21,1364,87,5,16
378,378,Mercedes-Benz New C-Class,Chennai,2014,25000,Diesel,Manual,First,15,2148,170,5,26
379,379,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21,1248,73,5,3
380,380,Honda BRV i-VTEC,Kochi,2017,35676,Petrol,Automatic,First,16,1497,117,7,9
381,381,Hyundai Xcent 1.1,Kochi,2015,74310,Diesel,Manual,First,24,1120,71,5,4
382,382,Mercedes-Benz E-Class 2009-2013,Jaipur,2014,59364,Diesel,Automatic,First,14,2143,203,5,26
383,383,Mercedes-Benz B Class,Kochi,2014,41380,Petrol,Automatic,Second,14,1595,120,5,12
384,384,Mercedes-Benz E-Class 2015-2017,Bangalore,2017,33900,Diesel,Automatic,First,15,2143,204,5,37
385,385,Honda City i,Mumbai,2016,28000,Petrol,Manual,First,17,1497,117,5,9
387,387,Honda City 1.5,Chennai,2011,93982,Petrol,Manual,First,17,1497,118,5,4
388,388,Hyundai Verna Transform,Pune,2010,95000,Petrol,Manual,First,16,1599,103,5,2
389,389,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13,1999,246,5,34
390,390,Honda Amaze S,Delhi,2015,52516,Petrol,Manual,First,18,1198,86,5,5
391,391,Mini Cooper Convertible,Bangalore,2015,20000,Petrol,Automatic,First,18,1598,122,4,32
392,392,Mercedes-Benz S Class,Coimbatore,2017,56451,Diesel,Automatic,First,13,2987,282,5,63
393,393,Hyundai EON Magna,Chennai,2014,37000,Petrol,Manual,First,21,814,55,5,3
394,394,Maruti Wagon R,Kolkata,2014,17400,Petrol,Manual,First,20,998,67,5,3
395,395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21,1248,73,5,4
396,396,BMW 3 Series,Chennai,2011,89616,Diesel,Automatic,First,16,1995,181,5,11
397,397,Tata Xenon XT,Pune,2014,85000,Diesel,Manual,First,13,2179,138,5,4
398,398,Audi A3 35,Chennai,2014,79271,Diesel,Automatic,First,20,1968,143,5,16
399,399,Land Rover Range,Hyderabad,2012,56000,Diesel,Automatic,First,12,2179,187,5,30
400,400,Mercedes-Benz GL-Class 2007,Pune,2010,85001,Diesel,Automatic,Second,12,2987,224,7,28
401,401,Mitsubishi Pajero Sport,Hyderabad,2018,12000,Diesel,Automatic,First,13,2477,175,7,28
402,402,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19,796,46,5,1
403,403,Maruti Wagon R,Pune,2013,53000,Petrol,Manual,First,14,1061,64,5,3
404,404,Land Rover Range,Coimbatore,2017,34990,Diesel,Automatic,First,12,2179,187,5,54
405,405,Hyundai Verna 1.6,Pune,2011,49768,Petrol,Manual,Second,17,1591,121,5,5
406,406,BMW 5 Series,Hyderabad,2013,56000,Diesel,Automatic,First,16,2993,218,5,34
407,407,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14,2993,270,5,28
408,408,Skoda Superb Elegance,Hyderabad,2010,57000,Petrol,Automatic,First,13,1798,157,5,7
409,409,Audi Q3 35,Kochi,2017,37542,Diesel,Automatic,First,15,1968,174,5,26
410,410,Land Rover Range,Coimbatore,2014,95649,Diesel,Automatic,First,12,2179,187,5,30
411,411,Mercedes-Benz New C-Class,Jaipur,2013,35299,Diesel,Automatic,First,14,2143,170,5,19
412,412,Mahindra Scorpio S10,Kochi,2017,28464,Diesel,Manual,First,15,2179,120,7,13
413,413,BMW 3 Series,Mumbai,2015,41000,Diesel,Automatic,First,21,1995,190,5,26
414,414,Honda BR-V i-VTEC,Pune,2017,9000,Petrol,Manual,First,15,1497,117,7,8
415,415,Volvo S80 2006-2013,Chennai,2010,92098,Diesel,Automatic,Second,16,2400,215,5,7
416,416,Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,13,1495,94,5,1
417,417,Hyundai i20 Active,Jaipur,2017,40250,Petrol,Manual,First,17,1197,81,5,7
418,418,Mercedes-Benz GLC 43,Coimbatore,2018,22397,Petrol,Automatic,First,11,2996,367,5,71
419,419,Hyundai EON Magna,Kolkata,2015,20800,Petrol,Manual,Second,21,814,55,5,2
420,420,Hyundai Grand i10,Kochi,2018,40322,Petrol,Manual,First,18,1197,81,5,6
421,421,Honda City 1.5,Mumbai,2013,52576,Petrol,Manual,First,13,1493,100,5,4
422,422,Volkswagen Polo Petrol,Kolkata,2010,55000,Petrol,Manual,First,16,1198,73,5,2
423,423,Audi A6 35,Mumbai,2016,47000,Petrol,Automatic,First,15,1798,187,5,24
425,425,Hyundai Creta 1.6,Coimbatore,2017,23163,Petrol,Manual,First,15,1591,121,5,12
426,426,Mercedes-Benz New C-Class,Mumbai,2011,50000,Petrol,Automatic,Second,11,1796,186,5,8
427,427,Mini Cooper Convertible,Mumbai,2014,11900,Petrol,Automatic,First,16,1998,189,4,28
429,429,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23,1364,67,5,6
430,430,Honda Brio S,Delhi,2014,30000,Petrol,Manual,Second,19,1198,86,5,3
431,431,Maruti Baleno Alpha,Coimbatore,2018,12831,Petrol,Automatic,First,21,1197,83,5,10
432,432,Skoda Laura Ambiente,Coimbatore,2012,143017,Diesel,Automatic,First,20,1968,138,5,7
433,433,Hyundai EON Era,Kochi,2018,13102,Petrol,Manual,First,21,814,55,5,4
434,434,Renault Captur 1.5,Coimbatore,2019,24950,Diesel,Manual,First,20,1461,108,5,13
435,435,BMW 5 Series,Coimbatore,2011,57832,Diesel,Automatic,First,16,2993,258,5,26
436,436,Maruti Alto 800,Kochi,2016,34267,Petrol,Manual,First,22,796,47,5,4
437,437,Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,16,1984,150,5,22
438,438,Maruti Wagon R,Ahmedabad,2007,55100,Petrol,Manual,First,18,998,67,5,1
439,439,Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,17,1497,78,5,2
440,440,Maruti Eeco 5,Kochi,2017,31841,CNG,Manual,First,15,1196,73,5,5
441,441,Chevrolet Enjoy 1.4,Kolkata,2014,15000,Petrol,Manual,First,13,1399,98,8,4
442,442,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15,2523,62,7,8
444,444,Hyundai EON D,Hyderabad,2014,20600,Petrol,Manual,First,21,814,55,5,3
445,445,Hyundai Creta 1.6,Coimbatore,2017,29952,Petrol,Automatic,First,13,1591,121,5,14
446,446,Volkswagen Vento 1.6,Mumbai,2017,15000,Petrol,Manual,Second,16,1598,103,5,7
447,447,Honda Civic 2006-2010,Pune,2008,61938,Petrol,Automatic,Second,12,1799,130,5,3
448,448,Tata Indica Vista,Hyderabad,2014,67000,Diesel,Manual,First,22,1248,74,5,2
449,449,Mahindra XUV500 W8,Kochi,2013,61672,Diesel,Manual,First,16,2179,140,7,8
450,450,Hyundai i20 1.2,Coimbatore,2017,26185,Petrol,Manual,First,18,1197,81,5,8
451,451,Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,14,1968,174,5,39
452,452,Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18,1197,85,5,2
453,453,Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13,1999,114,5,4
454,454,Toyota Innova 2.5,Hyderabad,2015,80883,Diesel,Manual,First,12,2494,102,7,14
455,455,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27,793,47,5,4
456,456,Maruti S-Cross Delta,Delhi,2018,12923,Diesel,Manual,First,25,1248,88,5,9
457,457,Audi Q3 35,Coimbatore,2016,86642,Diesel,Automatic,First,15,1968,181,5,20
458,458,BMW 3 Series,Bangalore,2016,19235,Diesel,Automatic,First,21,1995,190,5,36
459,459,Audi Q7 4.2,Coimbatore,2016,51002,Diesel,Automatic,First,11,4134,335,7,49
460,460,Hyundai i20 2015-2017,Pune,2016,6800,Petrol,Manual,First,18,1197,81,5,7
461,461,Renault Duster 110PS,Hyderabad,2012,82749,Diesel,Manual,First,19,1461,108,5,6
462,462,Hyundai Xcent 1.1,Pune,2016,51000,Diesel,Manual,First,24,1120,71,5,5
463,463,Ford Ecosport 1.5,Delhi,2014,31465,Diesel,Manual,First,22,1498,89,5,6
464,464,Volkswagen Polo Petrol,Hyderabad,2013,76476,Petrol,Manual,First,16,1198,73,5,4
465,465,Hyundai Grand i10,Kolkata,2017,14000,Diesel,Manual,First,24,1120,70,5,5
466,466,Tata Manza Aqua,Ahmedabad,2013,47000,Diesel,Manual,First,21,1248,88,5,3
467,467,Honda City 1.5,Kolkata,2011,48466,Petrol,Manual,First,17,1497,118,5,3
468,468,Hyundai Santro Xing,Bangalore,2008,46000,Petrol,Manual,Second,17,1086,62,5,2
469,469,Toyota Innova 2.5,Hyderabad,2012,162663,Diesel,Manual,First,12,2494,100,7,10
470,470,Maruti Ciaz 1.3,Coimbatore,2017,25142,Diesel,Manual,First,28,1248,88,5,8
471,471,Toyota Fortuner 4x4,Delhi,2013,69000,Diesel,Manual,First,12,2982,169,7,14
473,473,Mercedes-Benz E-Class E,Kochi,2018,26405,Petrol,Automatic,First,12,1950,191,5,51
474,474,Mercedes-Benz New C-Class,Chennai,2014,45000,Diesel,Manual,First,15,2148,170,5,23
475,475,Skoda Yeti Ambition,Kolkata,2012,64284,Diesel,Manual,First,17,1968,108,5,6
476,476,Hyundai Grand i10,Delhi,2015,27000,Petrol,Manual,First,18,1197,82,5,4
477,477,Ford Figo 2015-2019,Hyderabad,2018,3678,Petrol,Manual,First,18,1196,86,5,7
478,478,Skoda Octavia Ambition,Mumbai,2013,21000,Petrol,Manual,First,16,1395,138,5,9
479,479,Renault Duster 85PS,Mumbai,2015,67000,Diesel,Manual,Second,19,1461,83,5,7
480,480,Land Rover Range,Delhi,2015,24000,Diesel,Automatic,Second,15,1999,177,5,34
481,481,Ford Figo Diesel,Chennai,2011,75000,Diesel,Manual,Second,20,1399,68,5,2
482,482,Ford Endeavour Hurricane,Hyderabad,2008,179000,Diesel,Automatic,Second,12,2953,156,7,4
483,483,Toyota Fortuner 4x4,Coimbatore,2017,47198,Diesel,Manual,First,12,2982,168,7,28
484,484,Volkswagen Polo Diesel,Kolkata,2012,52000,Diesel,Manual,First,22,1199,73,5,3
485,485,Maruti Ritz VDi,Jaipur,2011,91000,Diesel,Manual,First,23,1248,73,5,3
486,486,Nissan Micra Diesel,Pune,2013,60000,Diesel,Manual,First,23,1461,63,5,4
487,487,Hyundai Verna 1.6,Kolkata,2013,37873,Diesel,Manual,First,22,1582,126,5,5
488,488,BMW 5 Series,Kolkata,2011,31000,Petrol,Automatic,First,10,2497,150,5,14
489,489,Mercedes-Benz GLS 350d,Pune,2017,129000,Diesel,Automatic,First,11,2987,258,7,56
490,490,Honda CR-V 2.4L,Hyderabad,2004,78000,Petrol,Automatic,First,12,2354,187,5,4
491,491,Hyundai Creta 1.6,Bangalore,2016,32000,Diesel,Automatic,First,17,1582,126,5,16
492,492,Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,19,1086,68,5,2
493,493,Mercedes-Benz A Class,Kochi,2016,35437,Diesel,Automatic,First,20,2143,136,5,19
494,494,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16,1373,93,7,6
495,495,Skoda Octavia Classic,Chennai,2006,72000,Diesel,Manual,Second,18,1896,66,5,3
496,496,Honda Amaze VX,Pune,2015,79000,Petrol,Manual,First,18,1198,86,5,4
497,497,Maruti Zen LXi,Chennai,2004,29000,Petrol,Manual,First,17,993,60,5,2
498,498,Maruti SX4 ZXI,Kochi,2013,66012,Petrol,Manual,First,15,1586,103,5,4
499,499,Honda Brio VX,Mumbai,2014,35000,Petrol,Automatic,First,16,1198,86,5,4
500,500,Maruti Wagon R,Ahmedabad,2011,75000,Petrol,Manual,First,18,998,67,5,3
501,501,Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,12,2362,164,5,3
502,502,Chevrolet Beat LS,Kochi,2012,32717,Petrol,Manual,First,18,1199,79,5,3
503,503,Toyota Fortuner 4x4,Delhi,2017,25000,Diesel,Automatic,First,12,2982,168,7,32
504,504,Ford Ecosport 1.5,Mumbai,2014,79000,Diesel,Manual,First,22,1498,89,5,6
505,505,Maruti Swift Vdi,Hyderabad,2010,86000,Diesel,Manual,Second,17,1248,75,5,4
506,506,Mercedes-Benz S Class,Pune,2010,137000,Diesel,Automatic,First,13,2987,282,5,18
507,507,Honda Mobilio S,Mumbai,2015,25000,Petrol,Manual,Second,17,1497,117,7,4
508,508,Hyundai Grand i10,Mumbai,2017,8500,Petrol,Manual,Second,18,1197,82,5,5
509,509,Mahindra XUV500 AT,Bangalore,2015,34000,Diesel,Automatic,First,16,2179,140,7,13
510,510,Skoda Fabia 1.6,Pune,2012,41629,Petrol,Manual,Second,14,1598,105,5,2
511,511,Hyundai Santro Xing,Hyderabad,2009,80227,Petrol,Manual,First,17,1086,62,5,2
512,512,Hyundai Creta 1.6,Kochi,2019,8587,Petrol,Manual,First,15,1591,121,5,14
513,513,Mahindra Scorpio 1.99,Delhi,2017,30000,Diesel,Manual,First,15,1997,120,7,12
514,514,Skoda Rapid 1.6,Pune,2013,64186,Diesel,Manual,First,20,1598,103,5,4
515,515,Renault Duster 110PS,Coimbatore,2015,76427,Diesel,Manual,First,19,1461,108,5,9
516,516,BMW X5 xDrive,Hyderabad,2011,75000,Diesel,Automatic,First,11,2993,245,5,28
517,517,Toyota Etios G,Coimbatore,2013,27075,Petrol,Manual,First,17,1496,88,5,5
518,518,Maruti Wagon R,Ahmedabad,2012,30000,Petrol,Manual,First,22,998,67,5,3
519,519,Hyundai Creta 1.6,Chennai,2016,69434,Petrol,Manual,First,15,1591,121,5,8
520,520,Maruti Celerio VXI,Jaipur,2014,56000,Petrol,Manual,First,23,998,67,5,3
521,521,Land Rover Range,Coimbatore,2017,49275,Diesel,Automatic,First,12,2179,187,5,46
522,522,Chevrolet Beat LT,Pune,2014,8700,Petrol,Manual,First,18,1199,76,5,3
523,523,Tata Nano Twist,Ahmedabad,2014,18000,Petrol,Manual,Second,25,624,37,4,1
524,524,Audi A6 2011-2015,Coimbatore,2017,41041,Diesel,Automatic,First,17,1968,174,5,38
525,525,Mercedes-Benz E-Class 280,Kochi,2009,80464,Diesel,Automatic,Second,11,2987,198,5,9
526,526,Maruti Swift VXI,Kochi,2019,20667,Petrol,Manual,First,22,1197,81,5,6
527,527,Fiat Linea T,Coimbatore,2013,60283,Petrol,Manual,First,14,1368,112,5,3
528,528,Maruti Swift VXI,Kochi,2017,31696,Petrol,Manual,First,20,1197,81,5,6
529,529,Toyota Fortuner 3.0,Hyderabad,2010,100000,Diesel,Manual,First,11,2982,171,7,13
530,530,Maruti Ertiga ZXI,Mumbai,2014,13361,Petrol,Manual,First,16,1373,93,7,7
531,531,BMW 3 Series,Coimbatore,2010,48394,Petrol,Automatic,First,12,1995,154,5,10
532,532,Maruti Ertiga VXI,Jaipur,2014,47399,Petrol,Manual,First,16,1373,93,7,6
533,533,Honda City 1.5,Mumbai,2010,69000,Petrol,Automatic,Second,16,1497,118,5,3
534,534,Hyundai Santa Fe,Coimbatore,2013,65278,Diesel,Manual,First,14,2199,194,7,8
535,535,Tata Indigo LS,Jaipur,2005,108000,Diesel,Manual,First,17,1405,70,5,1
536,536,Mercedes-Benz E-Class 2009-2013,Kolkata,2010,50645,Petrol,Automatic,Second,10,2497,204,5,11
537,537,Maruti Swift Dzire,Hyderabad,2011,130002,Diesel,Manual,First,19,1248,73,5,4
538,538,Ford Fiesta Classic,Hyderabad,2012,107000,Diesel,Manual,First,17,1399,67,5,3
539,539,Honda City i,Coimbatore,2015,41950,Petrol,Automatic,First,18,1497,117,5,10
540,540,Toyota Fortuner 4x2,Delhi,2012,109000,Diesel,Manual,First,13,2982,168,7,13
541,541,Honda Amaze VX,Mumbai,2016,9000,Petrol,Manual,First,18,1198,86,5,6
542,542,Hyundai i20 Asta,Delhi,2014,43900,Diesel,Manual,First,22,1396,88,5,7
543,543,Chevrolet Enjoy TCDi,Bangalore,2013,64000,Diesel,Manual,Second,18,1248,73,7,5
544,544,Mercedes-Benz New C-Class,Kochi,2019,13190,Petrol,Automatic,First,0,1950,181,5,39
545,545,Maruti SX4 ZXI,Mumbai,2009,77652,Petrol,Automatic,First,12,1586,103,5,3
546,546,Toyota Innova 2.5,Mumbai,2012,55000,Diesel,Manual,First,12,2494,100,7,10
547,547,BMW 5 Series,Ahmedabad,2012,59900,Diesel,Automatic,Second,18,1995,177,5,18
548,548,Renault Duster 110PS,Delhi,2015,73539,Diesel,Manual,First,19,1461,108,5,7
549,549,BMW X1 sDrive,Coimbatore,2017,31645,Diesel,Automatic,First,20,1995,190,5,29
550,550,Honda City ZX,Kochi,2009,69690,Petrol,Manual,First,17,1497,78,5,3
551,551,Maruti Ciaz RS,Delhi,2016,41000,Diesel,Manual,First,28,1248,88,5,10
552,552,Maruti Swift Dzire,Pune,2010,109200,Petrol,Manual,Second,17,1298,85,5,2
553,553,Mahindra XUV500 W6,Pune,2012,80000,Diesel,Manual,First,15,2179,140,7,6
554,554,Honda Civic 2006-2010,Ahmedabad,2007,51000,Petrol,Manual,First,13,1799,130,5,5
555,555,Maruti Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,25,1248,88,7,7
556,556,Toyota Etios Liva,Chennai,2013,179000,Diesel,Manual,First,23,1364,67,5,4
557,557,Audi TT 2.0,Delhi,2013,12100,Petrol,Automatic,First,9,1984,207,2,30
558,558,Skoda Rapid 1.5,Hyderabad,2017,31000,Diesel,Manual,First,21,1498,108,5,10
559,559,Volkswagen Polo 1.5,Hyderabad,2015,50000,Diesel,Manual,First,20,1498,88,5,6
560,560,Skoda Laura 1.9,Jaipur,2009,48000,Diesel,Automatic,First,17,1896,105,5,5
561,561,Mahindra Renault Logan,Chennai,2007,35000,Diesel,Manual,First,19,1461,65,5,2
562,562,Toyota Innova Crysta,Ahmedabad,2016,100200,Diesel,Automatic,First,11,2755,171,7,17
